0.069555,0.319061,479.328003
0.069460,0.044920,474.007355
0.069482,0.024736,464.988922
0.069265,0.012415,451.689636
0.069299,0.008609,434.164764
0.069107,0.006452,412.174774
0.069470,0.309014,479.378479
0.069383,0.042949,474.178314
0.069387,0.308787,480.463898
0.069552,0.040920,474.367584
0.069295,0.017533,465.324646
0.069235,0.008875,453.329346
0.068997,0.004540,437.592987
0.149301,0.222413,478.414062
0.064772,0.309730,477.472656
0.064364,0.052345,471.364044
0.059783,0.015412,462.457031
0.057331,0.007294,449.299438
0.052927,0.005448,430.991302
0.051180,0.006232,408.714813
0.045694,0.007674,384.687225
0.038314,0.009063,360.286652
0.034431,0.008909,335.801453
0.148509,0.194608,480.943176
0.141042,0.001948,465.957886
0.117423,0.010027,441.198792
0.084505,0.004102,413.447205
0.073400,0.000880,382.271118
0.068425,0.000846,348.816223
0.062929,0.000893,314.441559
0.062015,0.000289,278.681732
0.060451,0.002522,241.976807
0.060512,0.000439,204.864655
0.058968,0.002215,167.119400
0.057187,0.001547,128.318802
0.057595,0.000180,88.907936
0.057594,0.000173,48.323761
0.119845,0.149445,478.235962
0.084836,0.001826,462.221527
0.084667,0.000659,433.095306
0.082424,0.000972,394.436096
0.071479,0.001918,349.042419
0.063764,0.000471,298.389343
0.065617,0.162510,478.235382
0.056831,0.003170,461.533356
0.030499,0.002623,432.617493
0.023141,0.001949,394.053497
0.021476,0.000781,345.915405
0.020918,0.001456,289.389313
0.020003,0.001410,226.488846
0.021304,0.000619,158.081543
0.020339,0.001184,87.022346
0.020616,0.000595,18.150249
0.019557,0.001252,0.342767
0.019574,0.000778,0.258373
0.020549,0.000479,0.296151
0.019262,0.000904,0.260289
0.019114,0.000721,0.407108
0.018626,0.000555,0.405804
0.017903,0.000247,0.250754
0.017808,0.000308,0.231712
0.019279,0.000268,0.244480
0.019224,0.000447,0.202987
0.017772,0.000490,0.273570
0.018668,0.000419,0.308339
0.017924,0.000336,0.264158
0.017101,0.000201,0.262772
0.017533,0.000314,0.384244
0.017275,0.000097,0.377789
0.018147,0.000214,0.398710
0.017418,0.000247,0.347858
0.018191,0.000207,0.346114
0.018030,0.000180,0.348970
0.017611,0.000360,0.335215
0.018506,0.000410,0.443410
0.016993,0.000115,0.520280
0.017877,0.000276,0.428755
0.017609,0.000094,0.380623
0.018212,0.000136,0.413652
0.016603,0.000250,0.371662
0.018023,0.000184,0.459064
0.016969,0.000271,0.347026
0.016838,0.000291,0.307673
0.017149,0.000152,0.332782
0.017306,0.000213,0.306394
0.017631,0.000330,0.329150
0.017311,0.000081,0.371323
0.017187,0.000161,0.415853
0.016757,0.000216,0.246455
0.017456,0.000180,0.329285
0.016646,0.000135,0.379880
0.016747,0.000364,0.447573
0.017297,0.000115,0.509647
0.016334,0.000115,0.322098
0.016518,0.000131,0.434843
0.016947,0.000117,0.475649
0.017114,0.000115,0.437055
0.017056,0.000072,0.455467
0.016965,0.000115,0.386500
0.017337,0.000178,0.451824
0.016623,0.000202,0.480828
0.016828,0.000123,0.799033
0.016300,0.000174,0.426242
0.017019,0.000159,0.437522
0.017517,0.000223,0.390251
0.017126,0.000141,0.450099
0.016015,0.000136,0.437999
0.016550,0.000121,0.553689
0.016980,0.000101,0.468771
0.015965,0.000087,0.429573
0.016677,0.000124,0.462594
0.016665,0.000115,0.647206
0.016080,0.000196,0.435924
0.016442,0.000133,0.715472
0.016591,0.000081,0.547957
0.016545,0.000152,0.519940
0.016166,0.000159,0.459280
0.016694,0.000121,0.689096
0.015831,0.000168,0.438349
0.016484,0.000110,0.450004
0.016596,0.000091,0.398151
0.016250,0.000175,0.434822
0.016393,0.000136,0.474861
0.016003,0.000121,0.496111
0.016744,0.000121,0.710224
0.016836,0.000071,0.812701
0.016834,0.000164,0.614996
0.016099,0.000130,0.452846
0.016231,0.000103,0.385892
0.017145,0.000084,0.411525
0.016217,0.000082,0.302620
0.016488,0.000173,0.653030
0.015825,0.000163,0.509725
0.016687,0.000059,0.395548
0.015570,0.000086,0.263659
0.016092,0.000140,0.473836
0.016742,0.000092,0.488754
0.016124,0.000071,0.479254
0.015946,0.000209,0.414525
0.015756,0.000079,0.524406
0.015964,0.000112,0.450029
0.016479,0.000065,0.719763
0.016176,0.000044,0.478593
0.016273,0.000068,0.429666
0.015569,0.000168,0.448662
0.016449,0.000075,0.453241
0.015689,0.000067,0.573712
0.016555,0.000041,0.622658
0.016278,0.000114,0.460843
0.016166,0.000058,0.671417
0.016257,0.000069,0.890510
0.015623,0.000076,0.701646
0.015963,0.000079,0.393637
0.015763,0.000045,0.498245
0.015452,0.000161,0.624392
0.016196,0.000106,0.424077
0.015129,0.000154,0.407443
0.015839,0.000081,0.392618
0.015835,0.000095,0.274450
0.015951,0.000184,0.390224
0.016154,0.000093,0.316684
0.015654,0.000141,0.416816
0.067231,0.129271,476.242126
0.062138,0.010957,463.391022
0.063575,0.149705,474.832245
0.063421,0.013134,459.932251
0.058861,0.001497,436.398865
0.058888,0.001197,405.287506
0.054722,0.001681,368.122833
0.050354,0.002576,328.715607
0.039154,0.004053,289.175171
0.034303,0.002314,246.863068
0.032793,0.001953,200.357941
0.028251,0.001818,150.479492
0.029826,0.001239,96.965836
0.027061,0.001457,38.024761
0.027024,0.000995,0.969716
0.026337,0.000729,0.350668
0.026107,0.001769,0.227945
0.025154,0.000832,0.182581
0.024272,0.001145,0.141211
0.025525,0.000795,0.126230
0.023044,0.000846,0.119539
0.024182,0.000586,0.125828
0.024905,0.000807,0.139417
0.023697,0.000593,0.139043
0.024207,0.000522,0.153819
0.022785,0.000494,0.118409
0.022443,0.000654,0.118977
0.023010,0.000761,0.134423
0.022907,0.000648,0.149257
0.022921,0.000873,0.116506
0.022808,0.000713,0.103836
0.022381,0.000724,0.145500
0.021496,0.000482,0.117510
0.022668,0.000530,0.103404
0.022732,0.000609,0.149881
0.022409,0.000414,0.111592
0.023779,0.000421,0.140284
0.023482,0.000522,0.101694
0.021080,0.000397,0.119915
0.022068,0.000425,0.121331
0.021856,0.000414,0.110387
0.022922,0.000301,0.156633
0.020860,0.000491,0.167347
0.020226,0.000498,0.246245
0.022059,0.000283,0.111580
0.021585,0.000345,0.113876
0.020115,0.000432,0.143092
0.021236,0.000439,0.151479
0.020647,0.000285,0.215232
0.020503,0.000371,0.200848
0.020659,0.000371,0.166712
0.020562,0.000245,0.134096
0.019704,0.000334,0.208399
0.019587,0.000209,0.216457
0.020435,0.000343,0.157299
0.021154,0.000336,0.121762
0.019422,0.000180,0.127716
0.020202,0.000276,0.105370
0.020489,0.000369,0.117791
0.065643,0.178934,474.989288
0.060608,0.007182,459.768677
0.062571,0.001103,435.032257
0.055040,0.001169,402.550079
0.047156,0.002105,364.828735
0.042398,0.004485,326.803284
0.033644,0.002243,287.607208
0.032946,0.001822,244.045319
0.029827,0.002071,197.289764
0.028409,0.001370,148.178955
0.028084,0.001449,95.996407
0.026880,0.001189,42.194294
0.027811,0.000777,2.768062
0.025603,0.000741,0.134748
0.025172,0.000870,0.232101
0.025638,0.001151,0.188174
0.025011,0.000801,0.249905
0.022919,0.000843,0.667702
0.024082,0.000554,0.107925
0.024021,0.000845,0.128332
0.023200,0.000914,0.118050
0.022470,0.000661,0.104647
0.022347,0.000713,0.091493
0.022435,0.000548,0.107815
0.023008,0.000683,0.142566
0.022654,0.000756,0.119922
0.022872,0.000788,0.143510
0.021758,0.000656,0.116868
0.022103,0.000599,0.165091
0.021398,0.000550,0.177370
0.022130,0.000382,0.120879
0.022837,0.000550,0.115408
0.021123,0.000755,0.137509
0.021341,0.000530,0.180859
0.021598,0.000597,0.159018
0.020905,0.000374,0.147204
0.021569,0.000646,0.149406
0.022773,0.000618,0.180974
0.020893,0.000500,0.155457
0.023188,0.000381,0.190440
0.019264,0.000650,0.144414
0.020844,0.000325,0.153203
0.021184,0.000450,0.208308
0.019962,0.000428,0.252469
0.020362,0.000425,0.168290
0.020320,0.000484,0.121939
0.019280,0.000158,0.179061
0.064786,0.655872,445.984222
0.057947,0.643384,371.957428
0.048427,0.647645,292.097717
0.042454,0.614440,222.048767
0.036668,0.584705,155.443619
0.034305,0.597551,91.568642
0.031043,0.639627,28.646091
0.029859,0.663769,0.538659
0.028661,0.607095,0.353369
0.027730,0.626549,0.212137
0.027878,0.652421,0.351333
0.026000,0.628771,0.370573
0.028524,0.683766,0.339439
   nan,   nan,   nan
   nan,   nan,   nan
   nan,   nan,   nan
0.061723,0.649049,471.334991
0.061220,0.669131,462.046265
0.060212,0.694132,452.707001
0.058652,0.669294,443.274384
0.055939,0.660039,433.706635
0.056759,0.662155,424.448029
0.046799,0.688402,416.033691
0.038185,0.657964,408.173920
0.035243,0.657559,399.726044
0.031787,0.594572,391.255829
0.029309,0.629160,382.435242
0.030649,0.639762,373.284393
0.027295,0.630960,363.952881
0.027168,0.663211,354.170654
0.028198,0.646709,343.837738
0.025898,0.656798,333.186554
0.025277,0.607839,321.825623
0.025506,0.676055,309.777740
0.025184,0.596124,297.056671
0.023206,0.598673,283.959412
0.024052,0.638722,270.307343
0.025081,0.597462,256.166718
0.024437,0.633836,241.080200
0.024376,0.701592,224.913910
0.024586,0.648469,208.357651
0.023671,0.591820,191.865631
0.022434,0.587672,175.722321
0.023166,0.625220,159.893860
0.022920,0.640565,143.673721
0.023531,0.685965,126.914352
0.022116,0.608758,110.552498
0.021705,0.613893,94.244934
0.022799,0.614641,77.417122
0.023626,0.614505,60.722546
0.023061,0.651723,45.063858
0.020686,0.659412,29.640396
0.021328,0.609960,14.249887
0.021378,0.604788,3.896021
0.022029,0.701504,1.003752
0.021850,0.714284,0.410926
0.022210,0.626947,2.076296
0.021826,0.644951,1.703920
0.020743,0.678107,0.469752
0.022082,0.647089,0.370621
0.021955,0.661385,0.280972
0.021463,0.646198,0.116757
0.019790,0.640803,0.451952
0.020387,0.614602,0.318940
0.021351,0.692219,0.472105
0.020534,0.641326,0.085297
0.020375,0.659526,0.836707
0.019334,0.582564,2.434564
0.020485,0.657501,1.840471
0.020679,0.673583,0.976517
0.020853,0.585359,0.811744
0.019569,0.690680,0.383244
0.020075,0.656113,0.222320
0.020230,0.657951,0.405631
0.020421,0.703066,0.326533
0.020319,0.657610,1.243379
0.019766,0.674436,3.311694
0.019931,0.648487,2.315779
0.019734,0.648699,0.375218
0.020174,0.680751,0.449047
0.019645,0.606570,1.349871
0.018910,0.609600,0.580030
0.019720,0.675037,1.059106
0.020055,0.655091,0.179863
0.020842,0.670351,1.974614
0.019034,0.613853,0.897778
0.020237,0.657098,0.118019
0.019517,0.649071,1.171731
0.020022,0.710399,1.477539
0.019443,0.599646,2.624249
0.019434,0.679925,0.413558
0.019384,0.641228,0.524636
0.019763,0.708214,3.941473
0.019018,0.640681,2.753159
0.019269,0.702297,0.681326
0.019356,0.638627,0.415160
0.020564,0.673508,0.694557
0.019272,0.674225,0.220978
0.019195,0.634956,0.643545
0.020049,0.653196,0.583912
0.019448,0.652427,2.366787
0.019336,0.633782,0.138877
0.063083,0.611039,473.295013
0.063614,0.564837,462.249329
0.063374,0.623994,453.142090
0.060395,0.589432,446.438477
0.060566,0.609206,440.914185
0.065041,0.591505,469.868530
0.063267,0.583493,463.035645
0.060684,0.589874,457.285950
0.057349,0.540041,451.589508
0.058187,0.558976,445.996704
0.057870,0.557792,440.638733
0.057976,0.652910,435.538788
0.050474,0.600092,430.416748
0.043212,0.608015,424.617126
0.036775,0.573698,417.782593
0.033776,0.644861,410.914734
0.031082,0.552862,403.032227
0.028317,0.556362,394.074463
0.028244,0.570517,384.986023
0.027638,0.565357,375.045197
0.027276,0.606118,364.859680
0.025893,0.603742,354.505585
0.025992,0.561693,343.742523
0.022885,0.571220,332.424805
0.026047,0.638714,320.302490
0.026018,0.578057,307.815338
0.023903,0.611990,295.369354
0.024274,0.545465,282.400909
0.023053,0.599618,269.394135
0.022426,0.586337,256.564819
0.022513,0.602061,243.230301
0.022624,0.572119,230.047440
0.024116,0.620368,216.327057
0.023192,0.632488,202.822250
0.022749,0.625785,188.404236
0.022534,0.609977,173.638550
0.021994,0.698277,158.494598
0.022147,0.632532,143.624985
0.023173,0.691721,128.474884
0.022670,0.672916,112.900826
0.021862,0.638261,97.170128
0.020793,0.691640,81.883842
0.021411,0.647388,66.473526
0.022690,0.675160,50.102531
0.020933,0.690057,33.811188
0.021995,0.751484,18.633762
0.021196,0.659570,4.277929
0.021520,0.603666,0.796989
0.021509,0.597946,0.555408
0.657114,5.643452,4.668168
0.621957,5.320948,4.534764
0.607718,5.242311,4.437461
0.602200,5.728193,4.339957
0.584232,5.244268,4.227303
0.581361,5.643008,4.060249
0.578492,5.272061,3.891753
0.517789,5.629211,3.720991
0.486284,5.495019,3.587794
0.424325,5.911479,3.467495
0.647148,6.389522,4.716754
0.661057,6.838656,4.655203
0.614484,6.431084,4.567309
0.640358,6.476854,4.520447
0.582422,5.897480,4.477639
0.604968,6.771360,4.439764
0.614389,6.141806,4.349858
0.567614,6.474535,4.246029
0.573585,6.222095,4.168076
0.596532,6.232810,4.034242
0.527980,5.873423,3.943294
0.451136,6.028123,3.851665
0.449957,6.768676,3.780693
0.386130,6.261668,3.671392
0.380621,6.240407,3.562963
0.369668,6.163307,3.462123
0.364895,6.459290,3.355040
0.386029,6.182468,3.257751
0.340878,6.010977,3.156606
0.644828,6.283104,4.742357
0.618366,6.470785,4.592583
0.578120,6.524579,4.440172
0.571810,6.724287,4.318441
0.506838,6.642613,4.209340
0.403650,6.520846,4.117184
0.361035,7.111655,4.033043
0.328833,6.119356,3.946059
0.300330,6.150583,3.859718
0.301790,6.619302,3.769992
0.290478,6.487245,3.677132
0.291320,6.307456,3.578520
0.255072,5.742312,3.480325
0.294150,7.200804,3.376646
0.262608,6.251855,3.270027
0.259804,7.046908,3.163015
0.253044,6.707947,3.051268
0.261280,6.226941,2.934951
0.257008,6.128113,2.816312
0.244658,6.611225,2.692883
0.235474,6.134525,2.569235
0.246281,6.471586,2.448228
0.235149,5.991803,2.322193
0.233293,6.376498,2.191926
0.216029,6.504728,2.058674
0.241242,6.387981,1.921380
0.230504,6.285447,1.784442
0.230970,6.296806,1.641616
0.232768,6.191434,1.496773
0.213799,6.127169,1.346352
0.228663,6.433413,1.192297
0.225679,6.799231,1.041371
0.236811,6.775323,0.886844
0.218286,6.337649,0.730024
0.217814,6.534775,0.571227
0.239627,6.825258,0.418510
0.219082,6.954280,0.266402
0.214677,6.222123,0.113629
0.204060,6.003957,0.009647
0.210044,6.858976,0.018580
0.215323,6.716098,0.004112
0.199101,6.291356,0.010996
0.220064,6.882975,0.005511
0.213258,6.188404,0.008426
0.219899,7.084623,0.006105
0.210425,6.435127,0.010942
0.195220,6.247302,0.007790
0.204118,6.738494,0.007869
0.198924,6.343971,0.003052
0.212380,7.061951,0.005661
0.193177,6.411909,0.009897
0.215889,6.502976,0.013551
0.194990,6.904903,0.004525
0.204297,6.461531,0.014343
0.201525,6.299616,0.013241
0.203653,6.517680,0.011122
0.215992,6.017736,0.016851
0.205696,6.231006,0.015168
0.197274,6.316774,0.003698
0.211694,6.958683,0.016021
0.206808,6.007927,0.004654
0.197380,6.403570,0.015871
0.195681,6.138031,0.010453
0.195367,6.337247,0.003775
0.203304,6.057387,0.005557
0.207657,6.482150,0.005076
0.197238,6.778606,0.002235
0.196994,6.240389,0.008764
0.178012,5.787320,0.003572
0.199816,6.405638,0.008794
0.206885,6.317612,0.004833
0.181666,6.055331,0.007508
0.200826,6.080729,0.005472
0.196192,6.034886,0.010253
0.199240,6.120853,0.004463
0.197454,5.978759,0.002750
0.185602,5.609743,0.003430
0.190509,5.857212,0.008831
0.204911,6.196662,0.004765
0.201611,6.174540,0.007875
0.199980,6.099893,0.010724
0.198250,6.133115,0.004154
0.195411,6.435576,0.008389
0.179419,5.905987,0.006773
0.197748,6.195702,0.011027
0.186848,6.082360,0.012582
0.189329,5.921410,0.013110
0.184715,6.188655,0.005442
0.187038,5.894285,0.001459
0.181598,6.331271,0.001189
0.194504,6.481529,0.001229
0.186413,5.389266,0.001962
0.179605,6.501841,0.001685
0.192464,5.658687,0.001398
0.186638,6.231137,0.001836
0.183140,6.041740,0.001009
0.185334,5.899025,0.001257
0.192397,5.795366,0.005672
0.181705,6.039370,0.001714
0.188362,5.926039,0.001768
0.196107,6.275717,0.003411
0.189575,6.354668,0.000801
0.188249,6.165301,0.000748
0.183230,5.792216,0.001155
0.183788,6.126902,0.003641
0.186254,6.313828,0.001447
0.177359,6.461406,0.002137
0.187967,6.165922,0.002647
0.177583,6.283473,0.000924
0.182519,6.059371,0.000887
0.190443,6.330694,0.000976
0.192411,6.439467,0.001483
0.174085,5.984482,0.000754
0.180119,5.875570,0.002768
0.182732,6.077164,0.001526
0.180440,6.107574,0.001094
0.192800,6.797495,0.002570
0.192466,6.368358,0.002633
0.180285,6.118414,0.001139
0.185237,6.083366,0.003736
0.189743,6.226102,0.002476
0.177658,5.793696,0.003359
0.189772,6.340165,0.001803
0.183447,6.192074,0.001747
0.186788,6.141338,0.001902
0.182641,5.933555,0.002526
0.183361,6.040492,0.002369
0.180725,6.495428,0.007624
